SIC Code,SIC Description ,NAICS Code ,NAICS Description ,Industry,Sector,Sub-sector
1799,"Special Trade Contractors, Nec",236220,Commercial and Institutional Building Construction ,Construction,Construction of Buildings,Nonresidential Building Construction
1799,"Special Trade Contractors, Nec",237990,Other Heavy and Civil Engineering Construction ,Construction,Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction
1799,"Special Trade Contractors, Nec",238150,Glass and Glazing Contractors ,Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors"
1799,"Special Trade Contractors, Nec",238190,"Other Foundation, Structure, and Building Exterior Contractors ",Construction,Specialty Trade Contractors,"Foundation, Structure, and Building Exterior Contractors"
1799,"Special Trade Contractors, Nec",238290,Other Building Equipment Contractors ,Construction,Specialty Trade Contractors,Building Equipment Contractors
1799,"Special Trade Contractors, Nec",238310,Drywall and Insulation Contractors ,Construction,Specialty Trade Contractors,Building Finishing Contractors
1799,"Special Trade Contractors, Nec",238320,Painting and Wall Covering Contractors,Construction,Specialty Trade Contractors,Building Finishing Contractors
1799,"Special Trade Contractors, Nec",238350,Finish Carpentry Contractors,Construction,Specialty Trade Contractors,Building Finishing Contractors
1799,"Special Trade Contractors, Nec",238390,Other Building Finishing Contractors,Construction,Specialty Trade Contractors,Building Finishing Contractors
1799,"Special Trade Contractors, Nec",238910,Site Preparation Contractors,Construction,Specialty Trade Contractors,Other Specialty Trade Contractors
1799,"Special Trade Contractors, Nec",238990,All Other Specialty Trade Contractors,Construction,Specialty Trade Contractors,Other Specialty Trade Contractors
1799,"Special Trade Contractors, Nec",561790,Other Services to Buildings and Dwellings ,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Services to Buildings and Dwellings
1799,"Special Trade Contractors, Nec",562910,Remediation Services ,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,Remediation and Other Waste Management Services
2011,Meat Packing Plants,311611,Animal (except Poultry) Slaughtering ,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing
2013,Sausages and Other Prepared Meats,311612,Meat Processed from Carcasses ,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing
2013,Sausages and Other Prepared Meats,311613,Rendering and Meat Byproduct Processing ,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing
2015,Poultry Slaughtering and Processing,311615,Poultry Processing ,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing
2015,Poultry Slaughtering and Processing,311999,All Other Miscellaneous Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2021,Creamery Butter,311512,Creamery Butter Manufacturing ,Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2022,Cheese; Natural and Processed,311513,Cheese Manufacturing ,Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2023,"Dry, Condensed, Evaporated Products",311511,Fluid Milk Manufacturing ,Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2023,"Dry, Condensed, Evaporated Products",311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2024,Ice Cream and Frozen Desserts,311520,Ice Cream and Frozen Dessert Manufacturing,Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2026,Fluid Milk,311511,Fluid Milk Manufacturing ,Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2026,Fluid Milk,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",Manufacturing,Food Manufacturing,Dairy Product Manufacturing
2032,Canned Specialties,311422,Specialty Canning ,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing
2032,Canned Specialties,311999,All Other Miscellaneous Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2033,Canned Fruits and Specialties,311421,Fruit and Vegetable Canning ,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing
2034,"Dehydrated Fruits, Vegetables, Soups",311211,Flour Milling ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2034,"Dehydrated Fruits, Vegetables, Soups",311423,Dried and Dehydrated Food Manufacturing ,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing
2034,"Dehydrated Fruits, Vegetables, Soups",311999,All Other Miscellaneous Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2035,"Pickles, Sauces, and Salad Dressings",311421,Fruit and Vegetable Canning ,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing
2035,"Pickles, Sauces, and Salad Dressings",311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",Manufacturing,Food Manufacturing,Other Food Manufacturing
2037,Frozen Fruits and Vegetables,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing ",Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing
2038,"Frozen Specialties, Nec",311412,Frozen Specialty Food Manufacturing ,Manufacturing,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing
2041,Flour and Other Grain Mill Products,311211,Flour Milling ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2043,Cereal Breakfast Foods,311230,Breakfast Cereal Manufacturing,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2043,Cereal Breakfast Foods,311920,Coffee and Tea Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2044,Rice Milling,311212,Rice Milling ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2045,Prepared Flour Mixes and Doughs,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing
2046,Wet Corn Milling,311221,Wet Corn Milling ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2046,Wet Corn Milling,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2047,Dog and Cat Food,311111,Dog and Cat Food Manufacturing ,Manufacturing,Food Manufacturing,Animal Food Manufacturing
2048,"Prepared Feeds, Nec",311119,Other Animal Food Manufacturing ,Manufacturing,Food Manufacturing,Animal Food Manufacturing
2048,"Prepared Feeds, Nec",311611,Animal (except Poultry) Slaughtering ,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing
2051,"Bread, Cake, and Related Products",311812,Commercial Bakeries ,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing
2052,Cookies and Crackers,311812,Commercial Bakeries ,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing
2052,Cookies and Crackers,311821,Cookie and Cracker Manufacturing ,Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing
2052,Cookies and Crackers,311919,Other Snack Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2053,"Frozen Bakery Products, Except Bread",311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing
2061,Raw Cane Sugar,311314,Cane Sugar Manufacturing ,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2062,Cane Sugar Refining,311314,Cane Sugar Manufacturing ,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2063,Beet Sugar,311313,Beet Sugar Manufacturing ,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2064,Candy and Other Confectionery Products,311340,Nonchocolate Confectionery Manufacturing,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2064,Candy and Other Confectionery Products,311352,Confectionery Manufacturing from Purchased Chocolate ,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2066,Chocolate and Cocoa Products,311351,Chocolate and Confectionery Manufacturing from Cacao Beans ,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2066,Chocolate and Cocoa Products,311352,Confectionery Manufacturing from Purchased Chocolate ,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2067,Chewing Gum,311340,Nonchocolate Confectionery Manufacturing,Manufacturing,Food Manufacturing,Sugar and Confectionery Product Manufacturing
2068,Salted and Roasted Nuts and Seeds,311911,Roasted Nuts and Peanut Butter Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2074,Cottonseed Oil Mills,311224,Soybean and Other Oilseed Processing ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2074,Cottonseed Oil Mills,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2075,Soybean Oil Mills,311224,Soybean and Other Oilseed Processing ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2075,Soybean Oil Mills,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2076,"Vegetable Oil Mills, Nec",311224,Soybean and Other Oilseed Processing ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2076,"Vegetable Oil Mills, Nec",311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2077,Animal and Marine Fats and Oils,311613,Rendering and Meat Byproduct Processing ,Manufacturing,Food Manufacturing,Animal Slaughtering and Processing
2077,Animal and Marine Fats and Oils,311710,Seafood Product Preparation and Packaging,Manufacturing,Food Manufacturing,Seafood Product Preparation and Packaging
2079,Edible Fats and Oils,311224,Soybean and Other Oilseed Processing ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2079,Edible Fats and Oils,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2082,Malt Beverages,311942,Spice and Extract Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2082,Malt Beverages,312120,Breweries,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2083,Malt,311213,Malt Manufacturing ,Manufacturing,Food Manufacturing,Grain and Oilseed Milling
2084,"Wines, Brandy, and Brandy Spirits",312130,Wineries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2085,Distilled and Blended Liquors,312130,Wineries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2085,Distilled and Blended Liquors,312140,Distilleries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2086,Bottled and Canned Soft Drinks,312111,Soft Drink Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2086,Bottled and Canned Soft Drinks,312112,Bottled Water Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2087,"Flavoring Extracts and Syrups, Nec",311920,Coffee and Tea Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2087,"Flavoring Extracts and Syrups, Nec",311930,Flavoring Syrup and Concentrate Manufacturing,Manufacturing,Food Manufacturing,Other Food Manufacturing
2087,"Flavoring Extracts and Syrups, Nec",311942,Spice and Extract Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2087,"Flavoring Extracts and Syrups, Nec",311999,All Other Miscellaneous Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2091,Canned and Cured Fish and Seafoods,311710,Seafood Product Preparation and Packaging,Manufacturing,Food Manufacturing,Seafood Product Preparation and Packaging
2092,Fresh or Frozen Packaged Fish,311710,Seafood Product Preparation and Packaging,Manufacturing,Food Manufacturing,Seafood Product Preparation and Packaging
2095,Roasted Coffee,311920,Coffee and Tea Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2096,Potato Chips and Similar Snacks,311919,Other Snack Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing
2097,Manufactured Ice,312113,Ice Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing
2098,Macaroni and Spaghetti,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",Manufacturing,Food Manufacturing,Bakeries and Tortilla Manufacturing
2099,"Food Preparations, Nec",111998,All Other Miscellaneous Crop Farming ,"Agriculture, Forestry, Fishing and Hunting",Crop Production,Other Crop Farming
2099,"Food Preparations, Nec",112519,Other Aquaculture ,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,Aquaculture
